제목,가사,가수,발매일,좋아요수,장르
삼각관계,"누군가 한 사람이
울어야하는 사랑에
삼각형을 만들어놓고 기로에선
세사람 세사람
사랑을 고집하면 친구가울고
우정을 따르자니 내가우네
사랑이우네
하필이면 왜 내가너를
하필이면 왜 내가너를
사랑했나 우는 세사람
누군가 한 사람이
울어야하는 사랑에
삼각형을 만들어놓고 기로에선
세사람 세사람
사랑을 고집하면 친구가울고
우정을 따르자니 내가우네
사랑이우네
하필이면 왜 내가너를
하필이면 왜 내가너를
사랑했나 우는 세사람
사랑했나 우는 세사람",반시루,2012.06.13,298,성인가요/트로트
추억의 소야곡,"다시 한번
그 얼굴이
보고 싶어라
몸부림치며
울며 떠난
사람아
저 달이
밝혀 주는
이 창가에서
이 밤도
너를 찾는
이 밤도
너를 찾는
노래 부른다
다시못 올
옛 사랑이
안타까워라
못생긴
내마음만
원망 하건만
그래도 못잊어서
이 한밤에도
그 이름 불러보는
그 이름
불러 보고는
서글픈 밤아",김용임,2006.12.04,123,성인가요/트로트
비 내리는 영동교,"밤비내리는
영도교를
홀로 걷는
이마음
그사람은
모를거야
모르실거야
비에젖어
슬픔에 젖어
눈물에 젖어
하염없이
걷고있네
밤비내리는
영동교
잊어야지
하면서도
못 잊는것은
미련 미련 미련
때문인가봐
밤비내리는
영동교를
헤매도는
이마음
그사람은
모를거야
모르실거야
비에젖어
슬픔에 젖어
아픔에 젖어
하염없이
해매이네
밤비내리는
영동교
생각말자
하면서도
생각하는건
미련 미련 미련
때문인가봐",주현미,1999.12.01,329,성인가요/트로트
추억의 용두산,"용두산아 용두산아
너만은 변치말자
한발 올려 맹세하고
두발 디뎌 언약하던
한 계단 두계단
일백구십사 계단에
사랑심어 다져놓은
그사람은 어디가고
나만 혼자 쓸쓸히도
그 시절 못 잊어
아 아
찾아온 용두산

용두산아 용두산아
꽃피는 용두산아
님의 고운 손을 잡고
사랑하던 층층 계단
한 계단 두 계단
일백구십사 계단에
꽃무지개 그려놓던
그 사람은 어디가고
저 달처럼 나만 혼자
추억을 더듬어
아 아
찾아온 용두산",정재은,2006.06.05,66,성인가요/트로트
화려한 인생아,"이 주먹하나로 나의 다리 하나로
오늘은 걷는다 뛰련다
찌들은 세상속에서
남자가 태어나
칼을 한번 뽑았으면은
사고한번 쳐야지
후회없게 살아봐야지
가진건 베짱이 전부지만
절대로 기가 죽지는 않아
멋있는 나니까 나니까 괜찮아
화려한 인생아 뜨거운 가슴아
이 한몸 산산이 부서져도
걱정마라
누구보다 멋있게 살꺼야
화려한 인생아 뜨거운 가슴아
어깨도 쫙펴고 살아야지
걱정마라
누구보다 멋있게 살꺼야
내 가슴속에는 뜨거운 내가 있다
그래서 걷는다 뛰련다
덤벼라 독한 세상아
남자가 태어나
칼을 한번 뽑았으면은
내 목숨을 걸겠다
다시 한번 주먹 꽉 쥔다
가진건 베짱이 전부지만
절대로 기가 죽지는 않아
멋있는 나니까 나니까 괜찮아
화려한 인생아 뜨거운 가슴아
이 한몸 산산이 부서져도
걱정마라
누구보다 멋있게 살꺼야
화려한 인생아 뜨거운 가슴아
어깨도 쫙펴고 살아야지
걱정마라
누구보다 멋있게 살꺼야
걱정마라
누구보다 멋있게 살꺼야",미스터 팡,2013.11.19,98,성인가요/트로트
행복한 인연,"나를 만나서 행복했나요
아직 처음처럼 사랑하나요
그댈 만나서 난 행복했어요
처음 그 때 보다 더 행복해요
눈 내리는 겨울이였죠
우리 처음 만난 계절이
하나가 되는 운명앞에서
원앙처럼 사랑한거죠
돌아볼수록 눈물이 나요
지난 모든 것이 아름다워서
그댈 위하여 나 살아 갈래요
그게 내 인생의 행복이니까
끝이 없는 시간을
함께 걸어온거죠
한번도 이별없는 사랑을
항상 함께 있어도 그리운 사랑
그대와 나의 행복한 인연
눈 내리는 겨울이었죠
우리 처음 만난 계절이
하나가 되는 운명앞에서
원앙 처럼 사랑한거죠
돌아 볼수록 눈물이 나요
지난 모든것이 아름다워서
그댈 위하여 나 살아 갈래요
그게 내 인생의 행복이니까
끝이 없는 시간을
함께 걸어온거죠
한번도 이별없는 사랑을
항상 함께 있어도 그리운 사랑
그대와 나의 행복한 인연
그대와 나의 행복한 인연",영조,2015.05.20,44,성인가요/트로트
예쁜 여우,"남자들은 믿지마라 모두 늑대다
자나깨나 남자 조심해
겉모습이 여러여자 설레게 하는
남자들은 모두 늑대다
삼일만에 나의 손을 잡아버리고
사랑한다 고백을 하네
한달만에 내 입술을 훔쳐가고선
얼렁뚱땅 결혼하자네
분명 이 남자는 늑대일거야
여자 마음 흔들어 놓는
그윽한 눈빛 달콤한 말로
내 맘을 사로잡네
하지만 어쩔 수 없어
늑대에게 빠져버린 나
그래도 그런 걱정마세요
나는 예쁜 여운걸
여자들을 조심해라 모두 여우다
자나깨나 여자 조심해
눈웃음을 살살치며
꼬리 흔드는 여자들은
모두 여우다
처음만나 술 사달라 억지부리고
다짜고짜 사랑한다네
여자라면 어머니도 믿지 말라고
믿을 것이 못된다는데
분명 이 여자는 여우일거야
남자 마음을 들뜨게 하는
야릇한 미소 달콤한 입술
내 맘을 사로잡네
하지만 어쩔 수 없어
여우에게 홀려버린 걸
그래도 좋아 여우가 좋아
나의 예쁜 여우야
분명 이 남자는 늑대일거야
여자 마음 흔들어 놓는
그윽한 눈빛 달콤한 말로
내 맘을 사로잡네
하지만 어쩔 수 없어
늑대에게 빠져버린 나
그래도 그런 걱정마세요
나는 예쁜 여운걸",김혜연,2015.09.21,137,성인가요/트로트
열애,"처음엔 마음을 스치며
지나가는 타인처럼
흩어지는
바람인 줄 알았는데
앉으나 서나
끊임없이 솟아나는
그대 향한 그리움
그대의 그림자에 쌓여
이 한 세월 그대와 함께 하나니
그대의 가슴에
나는 꽃처럼 영롱한
별처럼 찬란한 진주가 되리라
그리고 이 생명 다하도록
이 생명 다하도록
뜨거운 마음속
불꽃을 피우리라
태워도 태워도 재가 되지 않는
진주처럼 영롱한
사랑을 피우리라
그리고 이 생명 다하도록
이 생명 다하도록
뜨거운 마음속
불꽃을 피우리라
태워도 태워도 재가 되지 않는
진주처럼 영롱한
사랑을 피우리라",윤시내,2015.11.08,85,성인가요/트로트
아직도 못다한 사랑,"오늘도 갈대밭에
저 홀로 우는 새는
내 마음을 알았나봐
쓸쓸한 바람에 아득히 들려오는
또렷한 그 소리는 잃어버린
그 옛날에 행복이 젖어있네
외로움에 지쳐버린 내 마음을
어떻게 말로 다하나요 난 몰라요
이 가슴에 아직도 못다 한 사랑
지난밤 꿈속에서
저 홀로 우는 여인
내 마음을 알았나봐
쓸쓸한 바람에 저만큼 밀려오는
또렷한 그 소리는 잃어버린
그 옛날에 행복이 젖어있네
외로움에 지쳐버린 내 마음을
어떻게 말로 다하나요 난 싫어요
돌아와요 아직도 못다 한 사랑
아직도 못다 한 사랑",솔개 트리오,2017.03.14,111,성인가요/트로트
여보당신우리자기내사랑,"턴 잇 업 스윙
여보 당신 우리 자기
여보 당신 우리 자기
여보 당신 우리자기 내 사랑
내 곁에 있어줘요 내 사랑
나만을 바라봐요 오 마이 달링
무지하게 사랑해요 허니
여보 당신 우리 자기 내 사랑
언제나 예스 뭐든지 패스
우리의 사랑은 완벽한 댄스
똑 소리 나게 어려운 일도
힘겨운 일도
척척척 알아서 해결 해줘요
눈물이 나게 내 머릿속을
내 마음속을
어쩜 그리 다 아나요
오오 그대만 있어 준다면
내 곁에 있어 준다면
이 세상 그 어떤 시련이 와도
내 사랑
주저하지 않아요
오오 그대만 있어 준다면
내 곁에 있어 준다면
영원토록 행복할거야 허니
여보 당신 우리 자기 내 사랑
영원히 달링 베베
사랑해 허니 베베
이대로 영원히 내 곁에 머물러줘
i love you so much
내 곁에 있어줘요 내 사랑
나만을 바라봐요 오 마이 달링
무지하게 사랑해요 허니
여보 당신 우리 자기 내 사랑
언제나 콜 뭐든지 쿨
우리의 사랑은 달콤한 꿀
똑 소리 나게 어려운 일도
힘겨운 일도
척척척 알아서 해결 해줘요
눈물이 나게 내 머릿속을
내 마음속을
어쩜 그리 다 아나요
오오 그대만 있어 준다면
내 곁에 있어 준다면
이 세상 그 어떤 시련이 와도
내 사랑
주저하지 않아요
오오 그대만 있어 준다면
내 곁에 있어 준다면
영원토록 행복할거야 허니
여보 당신 우리 자기 내 사랑",버니걸스,2017.07.28,121,성인가요/트로트
내사랑 고흥,"팔영산 팔봉아 내 사랑을 꿈을 꾼다
등대불 깜박이는
나로도 선창에서
그대와 함께 한 잔 하면
얼마나 좋을까
아 녹동 바다는 푸르고 푸르른데
내 님 소식 언제나
올까 애간장만 태우는 구나
거금도 옥바다야 유자향 가득 담은
둥지 같은 고흥으로
어서 오시오 어서 얼릉 오시오
팔영산 팔봉아 내 사랑을 꿈을 꾼다
등대불 깜박이는
나로도 선창에서
그대와 함께 한 잔 하면
얼마나 좋을까
아 녹동 바다는 푸르고 푸르른데
내 님 소식 언제나
올까 애간장만 태우는 구나
거금도 옥바다야 유자향 가득 담은
둥지 같은 고흥으로
어서 오시오 어서 얼릉 오시오
어서 오시오 어서 얼릉 오라시요",남진,2018.04.06,104,성인가요/트로트
세월은 세월대로,"구름이 흘러가듯이 가는 내 청춘
눈물로 눈물로 하소연한들
돌아올 것은 아니야
정처없이 흘러가는 뜬구름처럼
인생도 청춘도 그렇다지만
내 인생 서럽진않아
세월은 세월대로 가라 해놓고
내 인생 구름에 실자
바람에 밀려가듯이 가는 내 청춘
눈물로 눈물로 하소연한들
돌아올 것은 아니야
정처없이 흘러가는 저 바람처럼
인생도 청춘도 그렇다지만
내 인생 서럽진않아
세월은 세월대로 가라해놓고
내 인생 구름에 실자
세월은 세월대로 가라해놓고
내 인생 구름에 실자
내 인생 구름에 실자",강수빈,2018.04.17,284,성인가요/트로트
우리 엄마,"하늘이시여
오 하늘이시여
세상에 이런 일이
어디에 있습니까
한 평생 자식 위해
눈물 꽃을 피우신
우리 엄마 돌려주세요
살아생전 자식 위해
가슴 조이시더니
아 그렇게 떠나셨나요
어머니 그 가슴을
안을 수가 없어요
영원히 영원히 가슴에
사랑을 사랑을 묻어주세요
사랑해요 사랑합니다
하늘이시여
오 하늘이시여
세상에 이런 일이
어디에 있습니까
당신은 다 잊은 채
자식만을 위하신
우리 엄마 돌려주세요
어젯밤은 무서리에
춥진 않으셨나요
아 외롭지 않으셨나요
어머니 그 가슴을
느낄 수가 없어요
영원히 영원히 이 자식
사랑을 사랑을 잊지 마세요
사랑해요 나의 어머니
사랑해요 나의 어머니",신유,2018.08.24,172,성인가요/트로트
인생사,"차라리 냉정하게 떠나가지
울긴 왜 울어
그때가 언제였나 아득한 옛날
생각하면 핑 도는 눈물
가끔씩 서러울 땐
가슴을 비워버리고 이 생각 저 생각
고달픈 인생사 흐르는 구름
뱃머리에 싣고 떠나련다
물결따라 마음의 자유를 찾아
차라리 냉정하게 떠나가지
울긴 왜 울어
그때가 언제였나 아득한 옛날
생각하면 핑 도는 눈물
가끔씩 서러울 땐
가슴을 비워버리고 이 생각 저 생각
고달픈 인생사 흐르는 구름
뱃머리에 싣고 떠나련다
물결따라 마음의 자유를 찾아
마음의 자유를 찾아",남승민,2019.05.31,372,성인가요/트로트
내 하나의 사람은가고,"너를 보내는 들판에
마른 바람이 슬프고
내가 돌아선 하늘엔
살빛 낮달이 슬퍼라
오래도록 잊었던
눈물이 솟고
등이 휠 것 같은
삶의 무게여
가거라 사람아
세월을 따라
모두가 걸어가는
쓸쓸한 그 길로
이젠 그 누가 있어
이 외로움 견디며 살까
이젠 그 누가 있어
이 가슴 지키며 살까
아 저 하늘의
구름이나 될까
너 있는 그 먼 땅을
찾아 나설까
사람아 사람아
내 하나의 사람아
이 늦은 참회를
너는 아는지
사람아 사람아
가거라 사람아
세월을 따라
모두가 걸어가는
쓸쓸한 그 길로
내 하나의 사람아",금잔디,2020.02.13,127,성인가요/트로트
내 나이가 어때서,"야 야 야
내 나이가 어때서
사랑에
나이가 있나요
야 야 야
내 나이가 어때서
사랑에
나이가 있나요
마음은 하나요
느낌도 하나요
그대만이 정말
내 사랑인데
눈물이 나네요
내 나이가 어때서
사랑하기
딱 좋은 나인데
어느 날 우연히
거울 속에 비춰진
내 모습을
바라보면서
세월아 비켜라
내 나이가 어때서
사랑하기
딱 좋은 나인데
마음은 하나요
느낌도 하나요
그대만이 정말
내 사랑인데
눈물이 나네요
내 나이가 어때서
사랑하기
딱 좋은 나인데
어느 날 우연히
거울 속에 비춰진
내 모습을
바라보면서
세월아 비켜라
내 나이가 어때서
사랑하기
딱 좋은 나인데
세월아 비켜라
내 나이가 어때서
사랑하기
딱 좋은 나인데
사랑하기
딱 좋은 나인데
세월아 비켜라
내 나이가 어때서
사랑하기
딱 딱 딱딱딱
야 야 야
내 나이가 어때서
사랑하기
딱 좋은 나인데
사랑하기
딱 좋은 나인데",박서진,2020.02.20,"1,391",성인가요/트로트
샹하이로맨스,"빠졌나봐 빠졌나봐
Lovin' my boy
빠질거야 빠질거야
너의 맘도
오늘밤도 내일밤도
만날 My boy
백퍼센트는 아녀도
Baby Oh 내거 해줄거지 응
Baby Oh 보고 싶은 내 님아
Baby 샤샤샤
오 나의 샹하이 러브
자꾸자꾸 나타나
Baby 샤샤샤 대체 넌 뭐야
훌쩍훌쩍 날 울려
샤샤샤 내 맘 오늘도
두근두근 거리게
Baby 샤샤샤
오 나의 샹하이 러브
도도도도 도도해
비행기를 타고가야 만날텐데
만만치가 않아않아 울먹울먹
양쯔강을 건너건너 가고파도
돈이 없어 힘들어
Baby Oh 내거 해줄거지 응
Baby Oh 보고 싶은 내 님아
Baby 샤샤샤
오 나의 샹하이 러브
자꾸자꾸 나타나
Baby 샤샤샤 대체 넌 뭐야
훌쩍훌쩍 날 울려
샤샤샤 내 맘 오늘도
두근두근 거리게
Baby 샤샤샤
오 나의 샹하이 러브
도도도도 도도해
Hey 거기 수트 입은
샹하이 Boy
왜 내가 눈 떴을 땐
보이지 않는거야
아무 소리 없이
사라진 넌 나뻐
너는 내가 아마
처음 느낀 사랑일걸
꿈이지만 난 니꺼
아무리 보고파도
그게 잘 안돼
어떡해야 해 난 어떡해
잊어야 하나 봐
잊으려 노력해도 그게 잘 안돼
자꾸 나타나잖아
꿈에 보이잖아
샤샤샤
오 나의 샹하이 러브
자꾸자꾸 나타나
Baby 샤샤샤 대체 넌 뭐야
훌쩍훌쩍 날 울려
샤샤샤 내 맘 오늘도
두근두근 거리게
Baby 샤샤샤
오 나의 샹하이 러브
너무나도 도도해",이찬원,2020.06.12,"9,178",성인가요/트로트
평행선,"그 무슨 운명의 장난인가요
마주선 평행선처럼
바라보다 그리움에 청춘이 가요
세월이 흘러가요
까마득히 먼 하늘끝에서
만나야할 인연이라면
세월의 한자락을 잘라버리고
당신 곁에 바로 가고파
사랑으로 평행선을 지우고 싶다
그 사랑에 취하고싶다
그 누가 저지른 잘못인가요
마주선 평행선처럼
잡힐듯이 잡지못해 청춘이 가요
세월이 흘러가요
까마득히 먼 하늘끝에서
만나야할 인연이라면
세월의 한자락을 잘라버리고
당신 곁에 바로 가고파
사랑으로 평행선을 지우고 싶다
그 사랑에 잠들고 싶다
그 사랑에 취하고 싶다",김수찬,2020.07.04,443,성인가요/트로트
열아홉 순정,"보기만 하여도 울렁
생각만 하여도 울렁
수줍은 열아홉 살 움트는
첫사랑을 몰라 주세요
세상에 그 누구도 다 모르게
내 가슴 속에만 숨어있는
음 내 가슴에
음 숨어있는
장미꽃보다 붉은
열아홉 순정이래요
바람이 스쳐도 울렁
버들이 피어도 울렁
수줍은 열아홉 살 움트는
첫사랑을 몰라주세요
그대의 속삭임을 내 가슴에
가만히 남몰래 담아보는
응 내 가슴에
응 담아보는
진주빛보다 더 고운
열아홉 순정이래요
열아홉 순정이래요",정미애,2020.09.26,"1,166",성인가요/트로트
